type,name,adress,postal-code,city,geo-length,geo-width,open-houres,marks
POCZTA_POLSKA,FUP Koszalin 4,Franciszkańska 101,75-238,Koszalin,16.1614952087402,54.2060928344727,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Goleniów 1,Konstytucji 3 Maja 17,72-100,Goleniów,14.8324871063232,53.5617866516113,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0582,Bałtycka 6,10-175,Olsztyn,20.450719833374,53.7861213684082,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA,FUP Warszawa 78,Aleja Komisji Edukacji Narodowej 19/U4,02-797,Warszawa,21.0622406005859,52.1343193054199,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Przasnysz 1,3 Maja 11,06-300,Przasnysz,20.8796157836914,53.0211753845215,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Przysucha,Krakowska 26,26-400,Przysucha,20.6272716522217,51.3590888977051,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""17:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Warszawska 2,11-040,Dobre Miasto,20.394100189209,53.9863014221191,"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Teofila Lenartowicza 3,13-200,Działdowo,20.1837997436523,53.2414016723633,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0906,Jana Kilińskiego 32,19-300,Ełk,22.3589000701904,53.812629699707,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0438,Rakoniewicka 33,62-065,Grodzisk Wielkopolski,16.3647804260254,52.2163887023926,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA,UP Wojaszówka,59,38-471,Wojaszówka,21.6712188720703,49.777759552002,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Gorzów Wielkopolski 1,Pocztowa 1,66-433,Lubiszyn,14.9486789703369,52.7794036865234,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""12:30""},{""day"":""MONDAY"",""from"":""13:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""12:30""},{""day"":""TUESDAY"",""from"":""13:00"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""13:00"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""12:30""},{""day"":""THURSDAY"",""from"":""13:00"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""12:30""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""15:30""}]",
POCZTA_POLSKA,FUP Rzeszów 2,Aleja Tadeusza Rejtana 69,35-001,Rzeszów,22.0197086334228,50.0189170837402,"[{""day"":""SATURDAY"",""from"":""10:00"",""to"":""13:30""},{""day"":""SATURDAY"",""from"":""14:00"",""to"":""17:30""},{""day"":""WORKING"",""from"":""09:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""14:30"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat BIA16A,Kawaleryjska 58A,15-324,Białystok,23.13872,53.10364,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy budynku mieszkalnym
POCZTA_POLSKA,FUP Nowa Sól 1,Dworcowa 17,67-115,Bytom Odrzański,15.8243293762207,51.728630065918,"[{""day"":""MONDAY"",""from"":""09:30"",""to"":""13:30""},{""day"":""MONDAY"",""from"":""14:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:30"",""to"":""13:30""},{""day"":""TUESDAY"",""from"":""14:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""14:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""09:30"",""to"":""13:30""},{""day"":""THURSDAY"",""from"":""14:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""09:30"",""to"":""13:30""},{""day"":""FRIDAY"",""from"":""14:00"",""to"":""16:00""}]",
PACZKOMAT,Paczkomat BIA16A,Kawaleryjska 58A,15-324,Białystok,23.13872,53.10364,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy budynku mieszkalnym
PACZKOMAT,Paczkomat BKS01D,Bukowsko 284,38-505,Bukowsko,22.05421,49.4731,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Delikatesy Centrum
POCZTA_POLSKA,UP Otwock 1,Armii Krajowej 1,05-400,Otwock,21.2650680541992,52.1061553955078,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Siedlce 1,Józefa Piłsudskiego 2,08-100,Siedlce,22.2824554443359,52.1684837341309,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""19:00""}]",
POCZTA_POLSKA_ZABKA,Sklep Żabka,Wojewódzka 48,40-098,Katowice,19.0273590087891,50.2559623718262,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]",
POCZTA_POLSKA,UP Sianów,Armii Polskiej 37,76-004,Sianów,16.2920055389404,54.2265968322754,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
PACZKOMAT,Paczkomat GLI980,Pszczyńska 315,44-103,Gliwice,18.71784,50.26722,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Centrum Handlowym Europa Centralna
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Henryka Sienkiewicza 65/14,27-400,Ostrowiec Świętokrzyski,21.3740005493164,50.9463996887207,"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""15:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""18:00""}]",
PACZKOMAT,Paczkomat LOD48A,Wyszyńskiego 73,94-051,Łódź,19.38801,51.74361,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]","Przy sklepie Intermarche, od ul. Wyszyńskiego"
UPS,MAXI KIOSK,IWKOWA 509,32-861,IWKOWA,20.588933,49.816311,"[{""day"":""MONDAY"",""from"":""07:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""07:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""07:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""07:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""07:00"",""to"":""16:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""15:00""}]",
RUCH,PACZKA w RUCHu: KT-746115-22-48,WAŁY DWERNICKIEGO 2,42-202,Częstochowa,19.121173,50.812545,"[{""day"":""MONDAY"",""from"":""05:30"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""05:30"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""05:30"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""05:30"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""05:30"",""to"":""20:00""},{""day"":""SATURDAY"",""from"":""06:30"",""to"":""18:00""},{""day"":""SUNDAY"",""from"":""08:00"",""to"":""15:00""}]",
POCZTA_POLSKA,UP Szczecinek 2,Dworcowa 2,78-410,Szczecinek,16.7053642272949,53.6940650939941,"[{""day"":""WORKING"",""from"":""09:00"",""to"":""21:00""}]",
PACZKOMAT,Paczkomat WLA02A,Gen. Andersa 9,78-600,Wałcz,16.46179,53.26526,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Czerwona Torebka
POCZTA_POLSKA,UP Szczecin 33,Komuny Paryskiej 40/U4,71-661,Szczecin,14.5648555755615,53.4518814086914,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat LOD48A,Wyszyńskiego 73,94-051,Łódź,19.38801,51.74361,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]","Przy sklepie Intermarche, od ul. Wyszyńskiego"
PACZKOMAT,Paczkomat SIE02G,Budowlana 11,08-110,Siedlce,22.28986,52.1558,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Stacja paliw Axan
POCZTA_POLSKA,FUP Gostyń Poznański 1,Rynek 14,63-820,Piaski,17.0697326660156,51.8842124938965,"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""16:00""}]",
PACZKOMAT,Paczkomat LBO249,Kościuszki 102,62-031,Luboń,16.86587,52.3522,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Żabka
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Rynek 1,07-440,Goworowo,21.5643997192383,52.9031982421875,"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""15:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""17:00""}]",
RUCH,PACZKA w RUCHu: WS-746958-11-30,MŁODA 19,04-975,Warszawa,21.211211,52.160562,"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""20:00""},{""day"":""SATURDAY"",""from"":""06:00"",""to"":""16:00""}]",
PACZKOMAT,Paczkomat POZ11A,Abp.Baraniaka 100,61-245,Poznań,16.96886,52.39987,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Stacja paliw Shell
PACZKOMAT,Paczkomat BZI01G,Brzozie 25,87-313,Brzozie,19.60515,53.32536,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy markecie Lewiatan
POCZTA_POLSKA,UP Gdynia 4,Chylońska 124,81-004,Gdynia,18.4620628356934,54.545036315918,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Kętrzyn 1,Pocztowa 1,11-400,Kętrzyn,21.3777885437012,54.0745391845703,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 1412,Łódzka 266,25-665,Kielce,20.6011390686035,50.8988304138184,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA,FUP Gryfino 1,11 Listopada 8,74-101,Gryfino,14.4961585998535,53.2546501159668,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Lesko,Parkowa 8,38-600,Lesko,22.3287906646728,49.4688339233398,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Stęszew,Poznańska 21,62-060,Stęszew,16.7059764862061,52.281566619873,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Sokółka,Grodzieńska 25,16-100,Sokółka,23.5000877380371,53.4059944152832,"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:30"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Sochaczew 1,1 Maja 22,96-500,Sochaczew,20.2407531738281,52.2284355163574,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA,UP Sobótka k. Wrocławia 1,Świdnicka 8,55-050,Sobótka,16.7423305511475,50.8994407653809,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Łódź 41,Przełajowa 14,94-037,Łódź,19.4085750579834,51.7432518005371,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Szczyrk,Lipowska 730,43-370,Buczkowice,19.0682735443115,49.7273864746094,"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""16:30""}]",
POCZTA_POLSKA,UP Łódź 36,Andrzeja Struga 27A,90-435,Łódź,19.4486217498779,51.7649421691895,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0148,Przemysłowa 55,28-340,Sędziszów,20.026330947876,50.5595703125,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
PACZKOMAT,Paczkomat PNI01ML,Wolności 22,62-045,Pniewy,16.25529,52.50755,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Dino
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0804,Aleja Niepodległości 5,27-200,Starachowice,21.074987411499,51.0316963195801,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
PACZKOMAT,Paczkomat CHO04A,Janasa 15,41-500,Chorzów,18.93761,50.30684,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Śląskim Banku Żywności
POCZTA_POLSKA,UP Łódź 27,Maćka z Bogdańca 16A,92-420,Łódź,19.5655136108398,51.7528305053711,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 25,Tadeusza Boya-Żeleńskiego 12,91-701,Łódź,19.4784049987793,51.7905998229981,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 23,Żywotna 66/68,93-385,Łódź,19.4788341522217,51.7182693481445,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat KTZ01N,Gdańska 32,83-300,Kartuzy,18.2079,54.33025,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Pepco
POCZTA_POLSKA,UP Łódź 17,Stanisława Moniuszki 4,90-110,Łódź,19.4576663970947,51.768196105957,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 12,Ujście 4,93-401,Łódź,19.4271965026855,51.7109298706055,"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 10,Aleja Księdza Kardynała Stefana Wyszyńskiego 61,94-060,Łódź,19.3903656005859,51.7444305419922,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Koszalin 12,Bukowa 23,75-454,Koszalin,16.2042541503906,54.2102088928223,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA_ZABKA,Sklep Żabka,Józefa Bema 89,01-233,Warszawa,20.9589595794678,52.2300453186035,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]",
PACZKOMAT,Paczkomat TOR12N,Żółkiewskiego 31,87-100,Toruń,18.64122,53.02314,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy markecie Decathlon
POCZTA_POLSKA,UP Lubliniec 1,Karola Miarki 22,42-700,Lubliniec,18.6863498687744,50.6701774597168,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Lublin 59,Wojciecha Żywnego 8,20-856,Lublin,22.5489768981934,51.2689628601074,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Zamkowa 7a,26-200,Końskie,20.4118995666504,51.1896018981934,"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:30"",""to"":""18:00""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0042,Żwirki i Wigury 2,27-600,Sandomierz,21.7543773651123,50.6790008544922,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA_ORLEN,Stacja PKN Orlen 0276,-,26-025,Złota Woda,21.0405101776123,50.7807998657227,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA,UP Miastko 1,Armii Krajowej 31,77-200,Miastko,16.9776153564453,54.0005989074707,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA,UP Ustka 1,Marynarki Polskiej 47,76-270,Ustka,16.855297088623,54.5848274230957,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
